id,type,group,name
0,1,activeMarker,btSns
1,1,activeMarker,i2cOk
2,1,motion,motion
3,5,motion,deltaX
4,5,motion,deltaY
5,2,motion,shutter
6,1,motion,maxRaw
7,1,motion,minRaw
8,1,motion,Rawsum
9,1,motion,outlierCount
10,1,motion,squal
11,7,motion,std
12,7,ring,fadeTime
13,1,loco,mode
14,7,loco,spiWr
15,7,loco,spiRe
16,2,ranging,state
17,7,ranging,distance0
18,7,ranging,distance1
19,7,ranging,distance2
20,7,ranging,distance3
21,7,ranging,distance4
22,7,ranging,distance5
23,7,ranging,distance6
24,7,ranging,distance7
25,7,ranging,pressure0
26,7,ranging,pressure1
27,7,ranging,pressure2
28,7,ranging,pressure3
29,7,ranging,pressure4
30,7,ranging,pressure5
31,7,ranging,pressure6
32,7,ranging,pressure7
33,7,tdoa2,d7-0
34,7,tdoa2,d0-1
35,7,tdoa2,d1-2
36,7,tdoa2,d2-3
37,7,tdoa2,d3-4
38,7,tdoa2,d4-5
39,7,tdoa2,d5-6
40,7,tdoa2,d6-7
41,7,tdoa2,cc0
42,7,tdoa2,cc1
43,7,tdoa2,cc2
44,7,tdoa2,cc3
45,7,tdoa2,cc4
46,7,tdoa2,cc5
47,7,tdoa2,cc6
48,7,tdoa2,cc7
49,2,tdoa2,dist7-0
50,2,tdoa2,dist0-1
51,2,tdoa2,dist1-2
52,2,tdoa2,dist2-3
53,2,tdoa2,dist3-4
54,2,tdoa2,dist4-5
55,2,tdoa2,dist5-6
56,2,tdoa2,dist6-7
57,1,twr,rangingSuccessRate0
58,1,twr,rangingPerSec0
59,1,twr,rangingSuccessRate1
60,1,twr,rangingPerSec1
61,1,twr,rangingSuccessRate2
62,1,twr,rangingPerSec2
63,1,twr,rangingSuccessRate3
64,1,twr,rangingPerSec3
65,1,twr,rangingSuccessRate4
66,1,twr,rangingPerSec4
67,1,twr,rangingSuccessRate5
68,1,twr,rangingPerSec5
69,1,twr,rangingSuccessRate6
70,1,twr,rangingPerSec6
71,1,twr,rangingSuccessRate7
72,1,twr,rangingPerSec7
73,2,oa,front
74,2,oa,back
75,2,oa,up
76,2,oa,left
77,2,oa,right
78,7,usd,spiWrBps
79,7,usd,spiReBps
80,7,usd,fatWrBps
81,2,rpm,m1
82,2,rpm,m2
83,2,rpm,m3
84,2,rpm,m4
85,1,colorLedBot,deckTemp
86,1,colorLedBot,throttlePct
87,1,colorLedBot,ledPos
88,2,colorLedBot,ledCurR
89,2,colorLedBot,ledCurG
90,2,colorLedBot,ledCurB
91,2,colorLedBot,ledCurW
92,1,colorLedTop,deckTemp
93,1,colorLedTop,throttlePct
94,1,colorLedTop,ledPos
95,2,colorLedTop,ledCurR
96,2,colorLedTop,ledCurG
97,2,colorLedTop,ledCurB
98,2,colorLedTop,ledCurW
99,2,motor,m1
100,2,motor,m2
101,2,motor,m3
102,2,motor,m4
103,6,motor,m1req
104,6,motor,m2req
105,6,motor,m3req
106,6,motor,m4req
107,7,pm,vbat
108,2,pm,vbatMV
109,7,pm,extVbat
110,2,pm,extVbatMV
111,7,pm,extCurr
112,7,pm,chargeCurrent
113,4,pm,state
114,1,pm,batteryLevel
115,1,radio,rssi
116,1,radio,isConnected
117,2,radio,numRxBc
118,2,radio,numRxUc
119,5,gyro,xRaw
120,5,gyro,yRaw
121,5,gyro,zRaw
122,7,gyro,xVariance
123,7,gyro,yVariance
124,7,gyro,zVariance
125,7,gyro,x
126,7,gyro,y
127,7,gyro,z
128,3,colAv,latency
129,7,ext_pos,X
130,7,ext_pos,Y
131,7,ext_pos,Z
132,7,locSrv,x
133,7,locSrv,y
134,7,locSrv,z
135,7,locSrv,qx
136,7,locSrv,qy
137,7,locSrv,qz
138,7,locSrv,qw
139,2,locSrvZ,tick
140,2,crtp,rxRate
141,2,crtp,txRate
142,7,extrx,thrust
143,7,extrx,roll
144,7,extrx,pitch
145,7,extrx,rollRate
146,7,extrx,pitchRate
147,7,extrx,yawRate
148,7,extrx,zVel
149,1,extrx,AltHold
150,1,extrx,Arm
151,2,extrx_raw,ch0
152,2,extrx_raw,ch1
153,2,extrx_raw,ch2
154,2,extrx_raw,ch3
155,2,extrx_raw,ch4
156,2,extrx_raw,ch5
157,2,extrx_raw,ch6
158,2,extrx_raw,ch7
159,7,health,motorVarXM1
160,7,health,motorVarYM1
161,7,health,motorVarXM2
162,7,health,motorVarYM2
163,7,health,motorVarXM3
164,7,health,motorVarYM3
165,7,health,motorVarXM4
166,7,health,motorVarYM4
167,1,health,motorPass
168,7,health,batterySag
169,1,health,batteryPass
170,2,health,motorTestCount
171,3,memTst,errCntW
172,2,range,front
173,2,range,back
174,2,range,up
175,2,range,left
176,2,range,right
177,2,range,zrange
178,7,sensfusion6,qw
179,7,sensfusion6,qx
180,7,sensfusion6,qy
181,7,sensfusion6,qz
182,7,sensfusion6,gravityX
183,7,sensfusion6,gravityY
184,7,sensfusion6,gravityZ
185,7,sensfusion6,accZbase
186,1,sensfusion6,isInit
187,1,sensfusion6,isCalibrated
188,7,acc,x
189,7,acc,y
190,7,acc,z
191,7,baro,asl
192,7,baro,temp
193,7,baro,pressure
194,5,controller,ctr_yaw
195,7,controller,cmd_thrust
196,7,controller,cmd_roll
197,7,controller,cmd_pitch
198,7,controller,cmd_yaw
199,7,controller,r_roll
200,7,controller,r_pitch
201,7,controller,r_yaw
202,7,controller,accelz
203,7,controller,actuatorThrust
204,7,controller,roll
205,7,controller,pitch
206,7,controller,yaw
