id,type,group,name
197,2,range,front
198,2,range,back
199,2,range,up
200,2,range,left
201,2,range,right
202,2,range,zrange
203,7,sensfusion6,qw
204,7,sensfusion6,qx
205,7,sensfusion6,qy
206,7,sensfusion6,qz
207,7,sensfusion6,gravityX
208,7,sensfusion6,gravityY
209,7,sensfusion6,gravityZ
210,7,sensfusion6,accZbase
211,1,sensfusion6,isInit
212,1,sensfusion6,isCalibrated
213,7,acc,x
214,7,acc,y
215,7,acc,z
216,7,baro,asl
217,7,baro,temp
218,7,baro,pressure
219,5,controller,ctr_yaw
220,7,controller,cmd_thrust
221,7,controller,cmd_roll
222,7,controller,cmd_pitch
223,7,controller,cmd_yaw
224,7,controller,r_roll
225,7,controller,r_pitch
226,7,controller,r_yaw
227,7,controller,accelz
228,7,controller,actuatorThrust
229,7,controller,roll
230,7,controller,pitch
231,7,controller,yaw
232,7,controller,rollRate
233,7,controller,pitchRate
234,7,controller,yawRate
235,7,ctrltarget,x
236,7,ctrltarget,y
237,7,ctrltarget,z
238,7,ctrltarget,vx
239,7,ctrltarget,vy
240,7,ctrltarget,vz
241,7,ctrltarget,ax
242,7,ctrltarget,ay
243,7,ctrltarget,az
244,7,ctrltarget,roll
245,7,ctrltarget,pitch
246,7,ctrltarget,yaw
247,5,ctrltargetZ,x
248,5,ctrltargetZ,y
249,5,ctrltargetZ,z
250,5,ctrltargetZ,vx
251,5,ctrltargetZ,vy
252,5,ctrltargetZ,vz
253,5,ctrltargetZ,ax
254,5,ctrltargetZ,ay
255,5,ctrltargetZ,az
256,7,mag,x
257,7,mag,y
258,7,mag,z
259,7,stabilizer,roll
260,7,stabilizer,pitch
261,7,stabilizer,yaw
262,7,stabilizer,thrust
263,7,stabilizer,rtStab
264,3,stabilizer,intToOut
265,7,stateEstimate,x
266,7,stateEstimate,y
267,7,stateEstimate,z
268,7,stateEstimate,vx
269,7,stateEstimate,vy
270,7,stateEstimate,vz
271,7,stateEstimate,ax
272,7,stateEstimate,ay
273,7,stateEstimate,az
274,7,stateEstimate,roll
275,7,stateEstimate,pitch
276,7,stateEstimate,yaw
277,7,stateEstimate,qx
278,7,stateEstimate,qy
279,7,stateEstimate,qz
280,7,stateEstimate,qw
281,5,stateEstimateZ,x
282,5,stateEstimateZ,y
283,5,stateEstimateZ,z
284,5,stateEstimateZ,vx
285,5,stateEstimateZ,vy
286,5,stateEstimateZ,vz
287,5,stateEstimateZ,ax
288,5,stateEstimateZ,ay
289,5,stateEstimateZ,az
290,3,stateEstimateZ,quat
291,5,stateEstimateZ,rateRoll
292,5,stateEstimateZ,ratePitch
293,5,stateEstimateZ,rateYaw
294,2,supervisor,info
295,1,sys,canfly
296,1,sys,isFlying
297,1,sys,isTumbled
298,4,sys,testLogParam
299,7,tdoaEngine,stRx
300,7,tdoaEngine,stEst
301,7,tdoaEngine,stTime
302,7,tdoaEngine,stFound
303,7,tdoaEngine,stCc
304,7,tdoaEngine,stHit
305,7,tdoaEngine,stMiss
306,7,tdoaEngine,cc
307,2,tdoaEngine,tof
308,7,tdoaEngine,tdoa
309,7,kalman_pred,predNX
310,7,kalman_pred,predNY
311,7,kalman_pred,measNX
312,7,kalman_pred,measNY
313,1,lighthouse,validAngles
314,7,lighthouse,rawAngle0x
315,7,lighthouse,rawAngle0y
316,7,lighthouse,rawAngle1x
317,7,lighthouse,rawAngle1y
318,7,lighthouse,angle0x
319,7,lighthouse,angle0y
320,7,lighthouse,angle1x
321,7,lighthouse,angle1y
322,7,lighthouse,angle0x_1
323,7,lighthouse,angle0y_1
324,7,lighthouse,angle1x_1
325,7,lighthouse,angle1y_1
326,7,lighthouse,angle0x_2
327,7,lighthouse,angle0y_2
328,7,lighthouse,angle1x_2
329,7,lighthouse,angle1y_2
330,7,lighthouse,angle0x_3
331,7,lighthouse,angle0y_3
332,7,lighthouse,angle1x_3
333,7,lighthouse,angle1y_3
334,7,lighthouse,rawAngle0xlh2
335,7,lighthouse,rawAngle0ylh2
336,7,lighthouse,rawAngle1xlh2
337,7,lighthouse,rawAngle1ylh2
338,7,lighthouse,angle0x_0lh2
339,7,lighthouse,angle0y_0lh2
340,7,lighthouse,angle1x_0lh2
341,7,lighthouse,angle1y_0lh2
342,2,lighthouse,width0
343,2,lighthouse,width1
344,2,lighthouse,width2
345,2,lighthouse,width3
346,1,lighthouse,comSync
347,2,lighthouse,bsAvailable
348,2,lighthouse,bsReceive
349,2,lighthouse,bsActive
350,2,lighthouse,bsCalUd
351,2,lighthouse,bsCalCon
352,1,lighthouse,status
353,7,lighthouse,posRt
354,7,lighthouse,estBs0Rt
355,7,lighthouse,estBs1Rt
356,7,lighthouse,x
357,7,lighthouse,y
358,7,lighthouse,z
359,7,lighthouse,delta
360,2,lighthouse,bsGeoVal
361,2,lighthouse,bsCalVal
362,7,lighthouse,disProb
363,7,pid_attitude,roll_outP
364,7,pid_attitude,roll_outI
365,7,pid_attitude,roll_outD
366,7,pid_attitude,roll_outFF
367,7,pid_attitude,pitch_outP
368,7,pid_attitude,pitch_outI
369,7,pid_attitude,pitch_outD
370,7,pid_attitude,pitch_outFF
371,7,pid_attitude,yaw_outP
372,7,pid_attitude,yaw_outI
373,7,pid_attitude,yaw_outD
374,7,pid_attitude,yaw_outFF
375,7,pid_rate,roll_outP
376,7,pid_rate,roll_outI
377,7,pid_rate,roll_outD
378,7,pid_rate,roll_outFF
379,7,pid_rate,pitch_outP
380,7,pid_rate,pitch_outI
381,7,pid_rate,pitch_outD
382,7,pid_rate,pitch_outFF
383,7,pid_rate,yaw_outP
384,7,pid_rate,yaw_outI
385,7,pid_rate,yaw_outD
386,7,pid_rate,yaw_outFF
387,7,ctrlINDI,cmd_thrust
388,7,ctrlINDI,cmd_roll
389,7,ctrlINDI,cmd_pitch
390,7,ctrlINDI,cmd_yaw
391,7,ctrlINDI,r_roll
392,7,ctrlINDI,r_pitch
393,7,ctrlINDI,r_yaw
394,7,ctrlINDI,u_act_dyn_p
395,7,ctrlINDI,u_act_dyn_q
396,7,ctrlINDI,u_act_dyn_r
397,7,ctrlINDI,du_p
398,7,ctrlINDI,du_q
399,7,ctrlINDI,du_r
400,7,ctrlINDI,ang_accel_ref_p
401,7,ctrlINDI,ang_accel_ref_q
402,7,ctrlINDI,ang_accel_ref_r
403,7,ctrlINDI,rate_d[0]
404,7,ctrlINDI,rate_d[1]
405,7,ctrlINDI,rate_d[2]
406,7,ctrlINDI,uf_p
407,7,ctrlINDI,uf_q
408,7,ctrlINDI,uf_r
409,7,ctrlINDI,Omega_f_p
410,7,ctrlINDI,Omega_f_q
411,7,ctrlINDI,Omega_f_r
412,7,ctrlINDI,n_p
413,7,ctrlINDI,n_q
414,7,ctrlINDI,n_r
415,7,ctrlMel,cmd_thrust
416,7,ctrlMel,cmd_roll
417,7,ctrlMel,cmd_pitch
418,7,ctrlMel,cmd_yaw
419,7,ctrlMel,r_roll
420,7,ctrlMel,r_pitch
421,7,ctrlMel,r_yaw
422,7,ctrlMel,accelz
423,7,ctrlMel,zdx
424,7,ctrlMel,zdy
425,7,ctrlMel,zdz
426,7,ctrlMel,i_err_x
427,7,ctrlMel,i_err_y
428,7,ctrlMel,i_err_z
429,7,posCtrlIndi,posRef_x
430,7,posCtrlIndi,posRef_y
431,7,posCtrlIndi,posRef_z
432,7,posCtrlIndi,velS_x
433,7,posCtrlIndi,velS_y
434,7,posCtrlIndi,velS_z
435,7,posCtrlIndi,velRef_x
436,7,posCtrlIndi,velRef_y
437,7,posCtrlIndi,velRef_z
438,7,posCtrlIndi,angS_roll
439,7,posCtrlIndi,angS_pitch
440,7,posCtrlIndi,angS_yaw
441,7,posCtrlIndi,angF_roll
442,7,posCtrlIndi,angF_pitch
443,7,posCtrlIndi,angF_yaw
444,7,posCtrlIndi,accRef_x
445,7,posCtrlIndi,accRef_y
446,7,posCtrlIndi,accRef_z
447,7,posCtrlIndi,accS_x
448,7,posCtrlIndi,accS_y
449,7,posCtrlIndi,accS_z
450,7,posCtrlIndi,accF_x
451,7,posCtrlIndi,accF_y
452,7,posCtrlIndi,accF_z
453,7,posCtrlIndi,accFT_x
454,7,posCtrlIndi,accFT_y
455,7,posCtrlIndi,accFT_z
456,7,posCtrlIndi,accErr_x
457,7,posCtrlIndi,accErr_y
458,7,posCtrlIndi,accErr_z
459,7,posCtrlIndi,phi_tilde
460,7,posCtrlIndi,theta_tilde
461,7,posCtrlIndi,T_tilde
462,7,posCtrlIndi,T_inner
463,7,posCtrlIndi,T_inner_f
464,7,posCtrlIndi,T_incremented
465,7,posCtrlIndi,cmd_phi
466,7,posCtrlIndi,cmd_theta
467,7,posCtl,targetVX
468,7,posCtl,targetVY
469,7,posCtl,targetVZ
470,7,posCtl,targetX
471,7,posCtl,targetY
472,7,posCtl,targetZ
473,7,posCtl,bodyVX
474,7,posCtl,bodyVY
475,7,posCtl,bodyX
476,7,posCtl,bodyY
477,7,posCtl,Xp
478,7,posCtl,Xi
479,7,posCtl,Xd
480,7,posCtl,Xff
481,7,posCtl,Yp
482,7,posCtl,Yi
483,7,posCtl,Yd
484,7,posCtl,Yff
485,7,posCtl,Zp
486,7,posCtl,Zi
487,7,posCtl,Zd
488,7,posCtl,Zff
489,7,posCtl,VXp
490,7,posCtl,VXi
491,7,posCtl,VXd
492,7,posCtl,VXff
493,7,posCtl,VYp
494,7,posCtl,VYi
495,7,posCtl,VYd
496,7,posCtl,VYff
497,7,posCtl,VZp
498,7,posCtl,VZi
499,7,posCtl,VZd
500,7,posCtl,VZff
501,7,ctrlLee,KR_x
502,7,ctrlLee,KR_y
503,7,ctrlLee,KR_z
504,7,ctrlLee,Kw_x
505,7,ctrlLee,Kw_y
506,7,ctrlLee,Kw_z
507,7,ctrlLee,Kpos_Px
508,7,ctrlLee,Kpos_Py
509,7,ctrlLee,Kpos_Pz
510,7,ctrlLee,Kpos_Dx
511,7,ctrlLee,Kpos_Dy
512,7,ctrlLee,Kpos_Dz
513,7,ctrlLee,thrustSi
514,7,ctrlLee,torquex
515,7,ctrlLee,torquey
516,7,ctrlLee,torquez
517,7,ctrlLee,rpyx
518,7,ctrlLee,rpyy
519,7,ctrlLee,rpyz
520,7,ctrlLee,rpydx
521,7,ctrlLee,rpydy
522,7,ctrlLee,rpydz
523,7,ctrlLee,error_posx
524,7,ctrlLee,error_posy
525,7,ctrlLee,error_posz
526,7,ctrlLee,error_velx
527,7,ctrlLee,error_vely
528,7,ctrlLee,error_velz
529,7,ctrlLee,omegax
530,7,ctrlLee,omegay
531,7,ctrlLee,omegaz
532,7,ctrlLee,omegarx
533,7,ctrlLee,omegary
534,7,ctrlLee,omegarz
535,7,kalman,stateX
536,7,kalman,stateY
537,7,kalman,stateZ
538,7,kalman,statePX
539,7,kalman,statePY
540,7,kalman,statePZ
541,7,kalman,stateD0
542,7,kalman,stateD1
543,7,kalman,stateD2
544,7,kalman,varX
545,7,kalman,varY
546,7,kalman,varZ
547,7,kalman,varPX
548,7,kalman,varPY
549,7,kalman,varPZ
550,7,kalman,varD0
551,7,kalman,varD1
552,7,kalman,varD2
553,7,kalman,q0
554,7,kalman,q1
555,7,kalman,q2
556,7,kalman,q3
557,7,kalman,qComp0
558,7,kalman,qComp1
559,7,kalman,qComp2
560,7,kalman,qComp3
561,1,kalman,useCompAttOut
562,1,kalman,slaveAttToComp
563,7,kalman,rtUpdate
564,7,kalman,rtPred
565,7,kalman,rtFinal
566,7,kalman,accX_ext
567,7,kalman,accY_ext
568,7,kalman,accZ_ext
569,6,outlierf,lhWin
570,7,estimator,rtApnd
571,7,estimator,rtRej
572,7,posEstAlt,estimatedZ
573,7,posEstAlt,estVZ
574,7,posEstAlt,velocityZ
575,1,DTR_P2P,rx_state
576,1,DTR_P2P,tx_state
