id,type,readonly,group,name
0,8,0,radiotest,channel
1,0,0,radiotest,power
2,8,0,radiotest,contwave
3,8,0,activeMarker,front
4,8,0,activeMarker,back
5,8,0,activeMarker,left
6,8,0,activeMarker,right
7,8,0,activeMarker,mode
8,8,0,activeMarker,poll
9,8,1,deck,bcActiveMarker
10,8,1,deck,bcAI
11,8,1,deck,bcBuzzer
12,8,1,deck,bcFlow
13,8,1,deck,bcFlow2
14,8,1,deck,bcLedRing
15,8,1,deck,bcLighthouse4
16,8,1,deck,bcDWM1000
17,8,1,deck,bcLoco
18,8,1,deck,bcMultiranger
19,8,1,deck,bcOA
20,8,1,deck,bcUSD
21,8,1,deck,bcZRanger
22,8,1,deck,bcZRanger2
23,8,1,deck,bcColorLedBot
24,8,1,deck,bcColorLedTop
25,8,0,motion,disable
26,8,0,motion,adaptive
27,6,0,motion,flowStdFixed
28,8,0,ring,effect
29,10,1,ring,neffect
30,8,0,ring,solidRed
31,8,0,ring,solidGreen
32,8,0,ring,solidBlue
33,8,0,ring,headlightEnable
34,6,0,ring,emptyCharge
35,6,0,ring,fullCharge
36,10,0,ring,fadeColor
37,6,0,ring,fadeTime
38,8,0,system,highlight
39,8,0,system,storageStats
40,8,0,system,storageReformat
41,8,0,system,taskDump
42,0,1,system,selftestPassed
43,8,0,system,assertInfo
44,8,0,system,testLogParam
45,8,0,system,doAssert
46,8,0,loco,mode
47,6,0,tdoa2,stddev
48,6,0,tdoa3,stddev
49,9,0,multiranger,filterMask
50,8,1,usd,canLog
51,8,0,usd,logging
52,10,0,colorLedBot,wrgb8888
53,8,0,colorLedBot,brightCorr
54,10,0,colorLedTop,wrgb8888
55,8,0,colorLedTop,brightCorr
56,8,1,deckTest,bcColorLedBot
57,8,1,deckTest,bcColorLedTop
58,8,0,led,bitmask
59,8,0,motorPowerSet,enable
60,9,0,motorPowerSet,m1
61,9,0,motorPowerSet,m2
62,9,0,motorPowerSet,m3
63,9,0,motorPowerSet,m4
64,6,0,pm,lowVoltage
65,6,0,pm,criticalLowVoltage
66,8,1,imu_sensors,BMP3XX
67,6,0,imu_sensors,imuPhi
68,6,0,imu_sensors,imuTheta
69,6,0,imu_sensors,imuPsi
70,6,0,imu_sensors,accTrimRoll
71,6,0,imu_sensors,accTrimPitch
72,6,0,imu_sensors,accBiasX
73,6,0,imu_sensors,accBiasY
74,6,0,imu_sensors,accBiasZ
75,8,0,syslink,probe
76,8,0,usec,reset
77,8,0,colAv,enable
78,6,0,colAv,ellipsoidX
79,6,0,colAv,ellipsoidY
80,6,0,colAv,ellipsoidZ
81,6,0,colAv,bboxMinX
82,6,0,colAv,bboxMinY
83,6,0,colAv,bboxMinZ
84,6,0,colAv,bboxMaxX
85,6,0,colAv,bboxMaxY
86,6,0,colAv,bboxMaxZ
87,6,0,colAv,horizon
88,6,0,colAv,maxSpeed
89,6,0,colAv,sidestepThrsh
90,2,0,colAv,maxPeerLocAge
91,6,0,colAv,vorTol
92,2,0,colAv,vorIters
93,8,0,commander,enHighLevel
94,6,0,cppm,rateRoll
95,6,0,cppm,ratePitch
96,6,0,cppm,angPitch
97,6,0,cppm,angRoll
98,6,0,cppm,rateYaw
99,6,0,hlCommander,vtoff
100,6,0,hlCommander,vland
101,8,0,hlCommander,groupmask
102,8,0,flightmode,althold
103,8,0,flightmode,poshold
104,8,0,flightmode,posSet
105,8,0,flightmode,yawMode
106,8,0,flightmode,stabModeRoll
107,8,0,flightmode,stabModePitch
108,8,0,flightmode,stabModeYaw
109,8,0,locSrv,enRangeStreamFP32
110,8,0,locSrv,enLhAngleStream
111,8,0,locSrv,enLhMtchStm
112,8,0,locSrv,maxTimeLhMtchStm
113,8,0,locSrv,minBsLhMtchStm
114,6,0,locSrv,extPosStdDev
115,6,0,locSrv,extQuatStdDev
116,9,0,crtpsrv,echoDelay
117,8,0,health,startPropTest
118,8,0,health,startBatTest
119,6,0,health,propTestThreshold
120,9,0,health,propTestPWMRatio
121,9,0,health,batTestPWMRatio
122,6,0,kalman,maxPos
123,6,0,kalman,maxVel
124,8,0,kalman,useCompAttOut
125,8,0,kalman,slaveAttToComp
126,6,0,kalman,compKp
127,6,0,kalman,compKi
128,6,0,kalman,compPitchBias
129,8,0,kalman,resetEstimation
130,8,0,kalman,robustTdoa
131,8,0,kalman,robustTwr
132,6,0,kalman,pNAcc_xy
133,6,0,kalman,pNAcc_z
134,6,0,kalman,pNVel
135,6,0,kalman,pNPos
136,6,0,kalman,pNAtt
137,6,0,kalman,mNBaro
138,6,0,kalman,mNGyro_rollpitch
139,6,0,kalman,mNGyro_yaw
140,6,0,kalman,initialX
141,6,0,kalman,initialY
142,6,0,kalman,initialZ
143,6,0,kalman,initialYaw
144,8,0,su_position,traj1Shape
145,6,0,su_position,traj1SizeX
146,6,0,su_position,traj1SizeY
147,6,0,su_position,traj1Period
148,8,0,su_position,preloadEn
149,6,0,su_position,preloadGf
150,6,0,su_position,preloadGv
151,6,0,su_position,preloadNu
152,6,0,su_position,epsilonFMin
153,6,0,su_position,epsilonFMax
154,6,0,su_position,yawForceLpfHz
155,6,0,su_wrench,mass
156,6,0,su_wrench,Jxx
157,6,0,su_wrench,Jyy
158,6,0,su_wrench,Jzz
159,6,0,su_wrench,Kf
160,6,0,su_wrench,Ktau
161,6,0,su_wrench,Kp
162,6,0,su_wrench,Kh
163,6,0,su_wrench,Keps
164,6,0,su_wrench,deadzone_F
165,6,0,su_wrench,deadzone_T
166,8,0,su_wrench,zeroBias
167,6,0,su_wrench,comOffX
168,6,0,su_wrench,comOffY
169,6,0,su_wrench,comOffZ
170,6,0,su_wrench,rOffX
171,6,0,su_wrench,rOffY
172,6,0,su_wrench,rOffZ
173,8,0,su_wrench,consistencyMode
174,10,0,led_deck_ctrl,rgb888
175,8,0,memTst,resetW
176,10,0,powerDist,idleThrust
177,6,0,sensfusion6,kp
178,6,0,sensfusion6,ki
179,6,0,sensfusion6,baseZacc
180,8,0,sound,effect
181,10,1,sound,neffect
182,9,0,sound,freq
183,8,0,stabilizer,estimator
184,8,0,stabilizer,controller
185,8,0,stabilizer,stop
186,8,0,supervisor,infdmp
187,9,0,supervisor,prefltTimeout
188,9,0,supervisor,landedTimeout
189,8,0,supervisor,tmblChckEn
190,9,1,cpu,flash
191,10,1,cpu,id0
192,10,1,cpu,id1
193,10,1,cpu,id2
194,8,0,tdoaEngine,logId
195,8,0,tdoaEngine,logOthrId
196,8,0,tdoaEngine,matchAlgo
197,8,0,lighthouse,method
198,8,0,lighthouse,bsCalibReset
199,8,0,lighthouse,systemType
200,9,1,lighthouse,bsAvailable
201,6,0,lighthouse,sweepStd
202,6,0,lighthouse,sweepStd2
203,8,0,lighthouse,enLhRawStream
204,9,0,lighthouse,lh2maxRate
205,6,0,pid_attitude,roll_kp
206,6,0,pid_attitude,roll_ki
207,6,0,pid_attitude,roll_kd
208,6,0,pid_attitude,roll_kff
209,6,0,pid_attitude,pitch_kp
210,6,0,pid_attitude,pitch_ki
211,6,0,pid_attitude,pitch_kd
212,6,0,pid_attitude,pitch_kff
213,6,0,pid_attitude,yaw_kp
214,6,0,pid_attitude,yaw_ki
215,6,0,pid_attitude,yaw_kd
216,6,0,pid_attitude,yaw_kff
217,6,0,pid_attitude,yawMaxDelta
218,0,0,pid_attitude,attFiltEn
219,6,0,pid_attitude,attFiltCut
220,6,0,pid_rate,roll_kp
221,6,0,pid_rate,roll_ki
222,6,0,pid_rate,roll_kd
223,6,0,pid_rate,roll_kff
224,6,0,pid_rate,pitch_kp
225,6,0,pid_rate,pitch_ki
226,6,0,pid_rate,pitch_kd
227,6,0,pid_rate,pitch_kff
228,6,0,pid_rate,yaw_kp
229,6,0,pid_rate,yaw_ki
230,6,0,pid_rate,yaw_kd
231,6,0,pid_rate,yaw_kff
232,0,0,pid_rate,rateFiltEn
233,6,0,pid_rate,omxFiltCut
234,6,0,pid_rate,omyFiltCut
235,6,0,pid_rate,omzFiltCut
236,6,0,ctrlINDI,thrust_threshold
237,6,0,ctrlINDI,bound_ctrl_input
238,6,0,ctrlINDI,g1_p
239,6,0,ctrlINDI,g1_q
240,6,0,ctrlINDI,g1_r
241,6,0,ctrlINDI,g2
242,6,0,ctrlINDI,ref_err_p
243,6,0,ctrlINDI,ref_err_q
244,6,0,ctrlINDI,ref_err_r
245,6,0,ctrlINDI,ref_rate_p
246,6,0,ctrlINDI,ref_rate_q
247,6,0,ctrlINDI,ref_rate_r
248,6,0,ctrlINDI,act_dyn_p
249,6,0,ctrlINDI,act_dyn_q
250,6,0,ctrlINDI,act_dyn_r
251,6,0,ctrlINDI,filt_cutoff
252,6,0,ctrlINDI,filt_cutoff_r
253,8,0,ctrlINDI,outerLoopActive
254,6,0,ctrlMel,kp_xy
255,6,0,ctrlMel,kd_xy
256,6,0,ctrlMel,ki_xy
257,6,0,ctrlMel,i_range_xy
258,6,0,ctrlMel,kp_z
259,6,0,ctrlMel,kd_z
260,6,0,ctrlMel,ki_z
261,6,0,ctrlMel,i_range_z
262,6,0,ctrlMel,mass
263,6,0,ctrlMel,massThrust
264,6,0,ctrlMel,kR_xy
265,6,0,ctrlMel,kR_z
266,6,0,ctrlMel,kw_xy
267,6,0,ctrlMel,kw_z
268,6,0,ctrlMel,ki_m_xy
269,6,0,ctrlMel,ki_m_z
270,6,0,ctrlMel,kd_omega_rp
271,6,0,ctrlMel,i_range_m_xy
272,6,0,ctrlMel,i_range_m_z
273,6,0,ctrlAtt,tau_xy
274,6,0,ctrlAtt,zeta_xy
275,6,0,ctrlAtt,tau_z
276,6,0,ctrlAtt,zeta_z
277,6,0,ctrlAtt,tau_rp
278,6,0,ctrlAtt,mixing_factor
279,6,0,ctrlAtt,coll_fairness
280,6,0,posCtrlIndi,K_xi_x
281,6,0,posCtrlIndi,K_xi_y
282,6,0,posCtrlIndi,K_xi_z
283,6,0,posCtrlIndi,K_dxi_x
284,6,0,posCtrlIndi,K_dxi_y
285,6,0,posCtrlIndi,K_dxi_z
286,6,0,posCtrlIndi,pq_clamping
287,6,0,posCtlPid,xKp
288,6,0,posCtlPid,xKi
289,6,0,posCtlPid,xKd
290,6,0,posCtlPid,xKff
291,6,0,posCtlPid,yKp
292,6,0,posCtlPid,yKi
293,6,0,posCtlPid,yKd
294,6,0,posCtlPid,yKff
295,6,0,posCtlPid,zKp
296,6,0,posCtlPid,zKi
297,6,0,posCtlPid,zKd
298,6,0,posCtlPid,zKff
299,0,0,posCtlPid,posFiltEn
300,6,0,posCtlPid,posFiltCut
301,0,0,posCtlPid,posZFiltEn
302,6,0,posCtlPid,posZFiltCut
303,9,0,posCtlPid,thrustBase
304,9,0,posCtlPid,thrustMin
305,6,0,posCtlPid,rLimit
306,6,0,posCtlPid,pLimit
307,6,0,posCtlPid,xVelMax
308,6,0,posCtlPid,yVelMax
309,6,0,posCtlPid,zVelMax
310,6,0,velCtlPid,vxKp
311,6,0,velCtlPid,vxKi
312,6,0,velCtlPid,vxKd
313,6,0,velCtlPid,vxKFF
314,6,0,velCtlPid,vyKp
315,6,0,velCtlPid,vyKi
316,6,0,velCtlPid,vyKd
317,6,0,velCtlPid,vyKFF
318,6,0,velCtlPid,vzKp
319,6,0,velCtlPid,vzKi
320,6,0,velCtlPid,vzKd
321,6,0,velCtlPid,vzKFF
322,0,0,velCtlPid,velFiltEn
323,6,0,velCtlPid,velFiltCut
324,0,0,velCtlPid,velZFiltEn
325,6,0,velCtlPid,velZFiltCut
326,8,0,velCtlPid,frameMode
327,6,0,ctrlLee,KR_x
328,6,0,ctrlLee,KR_y
329,6,0,ctrlLee,KR_z
330,6,0,ctrlLee,KI_x
331,6,0,ctrlLee,KI_y
332,6,0,ctrlLee,KI_z
333,6,0,ctrlLee,Kw_x
334,6,0,ctrlLee,Kw_y
335,6,0,ctrlLee,Kw_z
336,6,0,ctrlLee,J_x
337,6,0,ctrlLee,J_y
338,6,0,ctrlLee,J_z
339,6,0,ctrlLee,Kpos_Px
340,6,0,ctrlLee,Kpos_Py
341,6,0,ctrlLee,Kpos_Pz
342,6,0,ctrlLee,Kpos_P_limit
343,6,0,ctrlLee,Kpos_Dx
344,6,0,ctrlLee,Kpos_Dy
345,6,0,ctrlLee,Kpos_Dz
346,6,0,ctrlLee,Kpos_D_limit
347,6,0,ctrlLee,Kpos_Ix
348,6,0,ctrlLee,Kpos_Iy
349,6,0,ctrlLee,Kpos_Iz
350,6,0,ctrlLee,Kpos_I_limit
351,6,0,ctrlLee,mass
352,6,0,posEstAlt,estAlphaAsl
353,6,0,posEstAlt,estAlphaZr
354,6,0,posEstAlt,velFactor
355,6,0,posEstAlt,velZAlpha
356,6,0,posEstAlt,vAccDeadband
357,10,1,firmware,revision0
358,9,1,firmware,revision1
359,8,1,firmware,modified
